0,1
0,1
1,0
2,0
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,0
11,1
12,1
13,1
14,1
15,0
16,0
17,0
18,1
19,1
20,1
21,1
22,0
23,0
24,0
25,1
26,1
27,1
28,1
29,1
30,0
31,1
32,0
33,0
34,1
35,1
36,1
37,0
38,0
39,0
40,0
41,0
42,1
43,0
44,1
45,1
46,0
47,0
48,0
49,0
50,0
51,1
52,1
53,0
54,0
55,0
56,1
57,1
58,0
59,0
60,0
61,1
62,1
63,0
64,0
65,1
66,0
67,0
68,1
69,1
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,1
80,1
81,1
82,0
83,0
84,0
85,1
86,1
87,0
88,0
89,0
90,1
91,1
92,0
93,1
94,0
95,0
96,0
97,1
98,0
99,0
100,0
101,0
102,1
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,1
115,0
116,0
117,0
118,0
119,1
120,1
121,0
122,1
123,0
124,0
125,1
126,1
127,1
128,1
129,0
130,0
131,1
132,0
133,0
134,1
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,1
143,1
144,1
145,1
146,0
147,1
148,1
149,1
150,0
151,0
152,0
153,0
154,1
155,0
156,0
157,1
158,0
159,0
160,1
161,0
162,1
163,0
164,0
165,0
166,1
167,1
168,1
169,1
170,1
171,0
172,0
173,1
174,1
175,1
176,0
177,0
178,1
179,1
180,1
181,0
182,1
183,0
184,0
185,1
186,0
187,0
188,1
189,0
190,0
191,0
192,1
193,1
194,0
195,0
196,1
197,0
198,0
199,1
200,1
201,1
202,1
203,0
204,0
205,0
206,0
207,0
208,1
209,0
210,0
211,0
212,0
213,0
214,1
215,1
216,1
217,1
218,1
219,0
220,0
221,0
222,0
223,1
224,0
225,1
226,0
227,0
228,1
229,0
230,1
231,1
232,1
233,1
234,1
235,1
236,0
237,0
238,0
239,1
240,0
241,0
242,0
243,1
244,1
245,0
246,0
247,0
248,1
249,0
250,1
251,1
252,1
253,1
254,1
255,0
256,0
257,0
258,0
259,1
260,0
261,1
262,1
263,1
264,1
265,0
266,0
267,1
268,0
269,0
270,0
271,0
272,1
273,1
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,1
285,1
286,0
287,0
288,0
289,0
290,1
291,1
292,0
293,1
294,0
295,0
296,1
297,1
298,1
299,1
300,0
301,0
302,1
303,0
304,0
305,1
306,0
307,0
308,1
309,0
310,0
311,0
312,1
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,1
321,1
322,1
323,0
324,0
325,0
326,0
327,0
328,1
329,0
330,0
331,0
332,0
333,0
334,1
335,0
336,0
337,0
338,1
339,1
340,0
341,0
342,0
343,0
344,0
345,1
346,1
347,0
348,0
349,1
350,0
351,0
352,0
353,1
354,1
355,0
356,1
357,1
358,0
359,0
360,0
361,1
362,0
363,1
364,0
365,0
366,0
367,1
368,1
369,1
370,0
371,1
372,1
373,0
374,1
375,0
376,0
377,0
378,1
379,0
380,1
381,1
382,1
383,0
384,0
385,0
386,1
387,0
388,0
389,0
390,0
391,1
392,0
393,1
394,0
395,0
396,1
397,1
398,0
399,1
400,1
401,0
402,1
403,1
404,0
405,0
406,0
407,0
408,1
409,0
410,1
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,1
419,1
420,1
421,0
422,0
423,0
424,0
425,1
426,0
427,0
428,1
429,0
430,1
431,1
432,0
433,0
434,0
435,0
436,1
437,1
438,0
439,0
440,0
441,0
442,1
443,1
444,0
445,0
446,0
447,1
448,1
449,0
450,1
451,1
452,0
453,1
454,0
455,0
456,1
457,0
458,0
459,0
460,1
461,1
462,0
463,0
464,0
465,1
466,1
467,1
468,0
469,1
470,1
471,1
472,0
473,1
474,0
475,0
476,1
477,1
478,0
479,0
480,0
481,0
482,1
483,1
484,0
485,0
486,0
487,1
488,1
489,1
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,1
500,0
501,0
502,0
503,0
504,0
505,1
506,1
507,0
508,0
509,0
510,1
511,0
512,0
513,0
514,0
515,1
516,0
517,1
518,0
519,0
520,1
521,1
522,0
523,1
524,0
525,1
526,0
527,0
528,1
529,0
530,1
531,1
532,0
533,1
534,0
535,0
536,0
537,1
538,0
539,0
540,0
541,1
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,1
551,0
552,0
553,0
554,0
555,0
556,0
557,1
558,0
559,0
560,0
561,1
562,0
563,1
564,0
565,0
566,1
567,0
568,0
569,1
570,1
571,0
572,0
573,0
574,1
575,0
576,1
577,0
578,1
579,1
580,0
581,1
582,0
583,1
584,1
585,0
586,0
587,1
588,1
589,0
590,1
591,1
592,1
593,0
594,0
595,0
596,1
597,0
598,0
599,1
600,0
601,0
602,0
603,1
604,0
605,0
606,0
607,0
608,0
609,1
610,0
611,0
612,0
613,0
614,1
615,0
616,0
617,0
618,1
619,1
620,1
621,0
622,0
623,0
624,0
625,1
626,1
627,0
628,0
629,0
630,0
631,0
632,1
633,0
634,0
635,1
636,0
637,0
638,1
639,1
640,0
641,1
642,1
643,1
644,0
645,1
646,0
647,1
648,1
649,0
650,1
651,0
652,0
653,1
654,1
655,1
656,1
657,0
658,0
659,0
660,1
661,1
662,0
663,0
664,1
665,1
666,1
667,1
668,0
669,0
670,1
671,1
672,0
673,1
674,1
675,1
676,1
677,1
678,0
679,0
680,0
681,0
682,0
683,1
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,1
692,1
693,1
694,0
695,0
696,1
697,0
698,0
699,0
700,0
701,0
702,0
703,1
704,0
705,0
706,1
707,1
708,1
709,0
710,0
711,0
712,1
713,1
714,0
715,0
716,1
717,0
718,0
719,0
720,0
721,0
722,1
723,1
724,0
725,0
726,1
727,0
728,0
729,0
730,1
731,0
732,0
733,1
734,1
735,0
736,0
737,0
738,1
739,0
740,1
741,0
742,0
743,0
744,1
745,1
746,1
747,0
748,1
749,1
750,0
751,0
752,0
753,0
754,0
755,1
756,1
757,0
758,0
759,0
760,0
761,1
762,1
763,0
764,0
765,0
766,0
767,1
768,0
769,0
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,0
781,0
782,1
783,1
784,0
785,0
786,1
787,0
788,0
789,0
790,1
791,0
792,0
793,1
794,0
795,1
796,0
797,1
798,1
799,0
800,1
801,1
802,1
803,1
804,1
805,1
806,0
807,1
808,0
809,0
810,1
811,0
812,0
813,0
814,1
815,1
816,0
817,1
818,0
819,1
820,0
821,0
822,1
823,0
824,0
825,0
826,1
827,0
828,0
829,0
830,1
831,0
832,1
833,0
834,0
835,1
836,1
837,0
838,1
839,0
840,0
841,1
842,0
843,1
844,1
845,0
846,1
847,0
848,0
849,1
850,0
851,1
852,1
853,0
854,0
855,0
856,1
857,1
858,0
859,0
860,0
861,1
862,0
863,1
864,0
865,1
866,0
867,1
868,0
869,0
870,0
871,1
872,1
873,1
874,1
875,1
876,0
877,0
878,0
879,1
880,0
881,0
882,0
883,1
884,1
885,1
886,1
887,0
888,1
889,0
890,0
891,0
892,0
893,0
894,1
895,0
896,1
897,1
898,1
899,1
900,1
901,0
902,1
903,1
904,1
905,1
906,1
907,0
908,1
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,1
917,0
918,1
919,0
920,1
921,0
922,1
923,1
924,1
925,0
926,1
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,1
939,1
940,1
941,0
942,1
943,0
944,1
945,0
946,0
947,0
948,1
949,0
950,1
951,0
952,0
953,0
954,1
955,0
956,1
957,1
958,1
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,1
967,0
968,1
969,0
970,1
971,0
972,1
973,0
974,0
975,1
976,0
977,0
978,0
979,1
980,1
981,0
982,0
983,0
984,0
985,0
986,0
987,1
988,1
989,1
990,0
991,1
992,1
993,1
994,1
995,0
996,0
997,1
998,1
999,0
1000,1
1001,1
1002,1
1003,0
1004,0
1005,1
1006,0
1007,0
1008,0
1009,0
1010,1
1011,1
